year,city,state,city_tier,population_approx,median_salary_gross_usd_monthly,median_salary_net_usd_monthly,median_salary_gross_usd_annual,national_median_gross_usd_monthly,national_median_gross_usd_annual,national_mean_gross_usd_monthly,fed_min_wage_usd_hourly,salary_to_national_ratio,cpi_annual_pct,cost_of_living_index,rent_1br_city_center_usd,rent_1br_outside_center_usd,meal_cheap_restaurant_usd,groceries_monthly_usd,public_transport_monthly_usd,est_monthly_cost_single_usd,affordability_ratio,rent_to_income_pct,data_source
2024,Springfield,Massachusetts,city_medium,155000,5914,4317,70968,4167,50000,5660,7.25,1.419,2.9,66.4,1225,973,14,399,65,1867,2.31,16.5,bls_modeled
2010,Hartford,Connecticut,city_medium,121000,3168,2313,38016,2820,33840,3622,7.25,1.123,1.6,73.3,869,672,10,271,46,1293,1.79,21.2,numbeo
2011,Hartford,Connecticut,city_medium,121000,3225,2354,38700,2872,34460,3701,7.25,1.123,3.2,73.2,895,696,10,285,47,1336,1.76,21.6,numbeo
2012,Hartford,Connecticut,city_medium,121000,3245,2369,38940,2896,34750,3769,7.25,1.121,2.1,73.3,920,716,11,292,46,1384,1.71,22.1,numbeo
2013,Hartford,Connecticut,city_medium,121000,3284,2397,39408,2923,35080,3870,7.25,1.124,1.5,74.2,869,690,11,294,50,1366,1.75,21.0,numbeo
2014,Hartford,Connecticut,city_medium,121000,3487,2546,41844,2962,35540,3936,7.25,1.177,1.6,73.4,939,714,11,306,50,1403,1.81,20.5,numbeo
2015,Hartford,Connecticut,city_medium,121000,3618,2641,43416,3017,36200,4027,7.25,1.199,0.1,74.8,935,725,11,288,47,1393,1.9,20.0,numbeo
2016,Hartford,Connecticut,city_medium,121000,3566,2603,42792,3087,37040,4136,7.25,1.155,1.3,74.5,904,696,11,297,50,1378,1.89,19.5,numbeo
2017,Hartford,Connecticut,city_medium,121000,3724,2719,44688,3141,37690,4218,7.25,1.186,2.1,75.2,922,777,11,315,50,1479,1.84,20.9,numbeo
2018,Hartford,Connecticut,city_medium,121000,3700,2701,44400,3220,38640,4330,7.25,1.149,2.4,74.4,946,737,11,318,51,1446,1.87,19.9,numbeo
2019,Hartford,Connecticut,city_medium,121000,3780,2759,45360,3318,39810,4458,7.25,1.139,1.8,75.6,954,767,12,306,51,1486,1.86,20.3,numbeo
2020,Hartford,Connecticut,city_medium,121000,4068,2970,48816,3496,41950,4692,7.25,1.164,1.2,75.8,963,790,12,309,53,1516,1.96,19.4,numbeo
2021,Hartford,Connecticut,city_medium,121000,4582,3345,54984,3813,45760,4855,7.25,1.202,4.7,76.0,1046,801,12,340,56,1567,2.13,17.5,numbeo
2022,Hartford,Connecticut,city_medium,121000,4525,3303,54300,3859,46310,5158,7.25,1.173,8.0,76.1,1120,909,14,373,63,1765,1.87,20.1,numbeo
2023,Hartford,Connecticut,city_medium,121000,4916,3589,58992,4005,48060,5456,7.25,1.227,4.1,76.1,1155,937,14,368,66,1797,2.0,19.1,numbeo
2024,Hartford,Connecticut,city_medium,121000,5030,3672,60360,4167,50000,5660,7.25,1.207,2.9,76.3,1252,992,14,374,67,1863,1.97,19.7,numbeo
2010,New Haven,Connecticut,city_medium,134000,3417,2494,41004,2820,33840,3622,7.25,1.212,1.6,61.0,852,657,10,270,46,1277,1.95,19.2,bls_modeled
2011,New Haven,Connecticut,city_medium,134000,3485,2544,41820,2872,34460,3701,7.25,1.213,3.2,61.1,900,704,10,273,46,1331,1.91,20.2,bls_modeled
2012,New Haven,Connecticut,city_medium,134000,3690,2694,44280,2896,34750,3769,7.25,1.274,2.1,60.6,886,678,10,286,46,1320,2.04,18.4,bls_modeled
2013,New Haven,Connecticut,city_medium,134000,3678,2685,44136,2923,35080,3870,7.25,1.258,1.5,61.8,871,688,10,300,48,1348,1.99,18.7,bls_modeled
2014,New Haven,Connecticut,city_medium,134000,3659,2671,43908,2962,35540,3936,7.25,1.235,1.6,61.9,925,754,11,286,48,1421,1.88,20.6,bls_modeled
2015,New Haven,Connecticut,city_medium,134000,3755,2741,45060,3017,36200,4027,7.25,1.245,0.1,61.7,943,704,10,295,51,1363,2.01,18.7,bls_modeled
2016,New Haven,Connecticut,city_medium,134000,3976,2902,47712,3087,37040,4136,7.25,1.288,1.3,61.9,916,701,11,289,51,1376,2.11,17.6,bls_modeled
2017,New Haven,Connecticut,city_medium,134000,4078,2977,48936,3141,37690,4218,7.25,1.298,2.1,62.4,943,730,11,311,50,1428,2.08,17.9,bls_modeled
2018,New Haven,Connecticut,city_medium,134000,4225,3084,50700,3220,38640,4330,7.25,1.312,2.4,63.3,947,743,11,318,50,1451,2.13,17.6,bls_modeled
2019,New Haven,Connecticut,city_medium,134000,4175,3048,50100,3318,39810,4458,7.25,1.258,1.8,62.5,997,798,11,311,51,1502,2.03,19.1,bls_modeled
2020,New Haven,Connecticut,city_medium,134000,4543,3316,54516,3496,41950,4692,7.25,1.299,1.2,62.9,964,771,12,321,53,1509,2.2,17.0,bls_modeled
2021,New Haven,Connecticut,city_medium,134000,5035,3676,60420,3813,45760,4855,7.25,1.32,4.7,64.3,998,793,13,334,57,1574,2.34,15.7,bls_modeled
2022,New Haven,Connecticut,city_medium,134000,4850,3540,58200,3859,46310,5158,7.25,1.257,8.0,63.7,1165,892,13,373,62,1727,2.05,18.4,bls_modeled
2023,New Haven,Connecticut,city_medium,134000,5141,3753,61692,4005,48060,5456,7.25,1.284,4.1,63.7,1164,963,14,385,64,1838,2.04,18.7,bls_modeled
2024,New Haven,Connecticut,city_medium,134000,5603,4090,67236,4167,50000,5660,7.25,1.345,2.9,64.5,1194,996,13,405,65,1876,2.18,17.8,bls_modeled
2010,Providence,Rhode Island,city_medium,190000,3075,2245,36900,2820,33840,3622,7.25,1.09,1.6,73.6,832,637,10,261,44,1246,1.8,20.7,numbeo
2011,Providence,Rhode Island,city_medium,190000,3095,2259,37140,2872,34460,3701,7.25,1.078,3.2,72.9,862,648,10,269,48,1273,1.77,20.9,numbeo
2012,Providence,Rhode Island,city_medium,190000,3156,2304,37872,2896,34750,3769,7.25,1.09,2.1,72.6,902,726,10,287,49,1372,1.68,23.0,numbeo
2013,Providence,Rhode Island,city_medium,190000,3186,2326,38232,2923,35080,3870,7.25,1.09,1.5,72.9,881,729,10,279,47,1367,1.7,22.9,numbeo
2014,Providence,Rhode Island,city_medium,190000,3147,2297,37764,2962,35540,3936,7.25,1.062,1.6,73.1,905,721,10,286,50,1370,1.68,22.9,numbeo
2015,Providence,Rhode Island,city_medium,190000,3203,2338,38436,3017,36200,4027,7.25,1.062,0.1,74.3,892,716,10,284,51,1364,1.71,22.4,numbeo
2016,Providence,Rhode Island,city_medium,190000,3276,2391,39312,3087,37040,4136,7.25,1.061,1.3,74.3,888,709,11,296,48,1388,1.72,21.6,numbeo
2017,Providence,Rhode Island,city_medium,190000,3476,2537,41712,3141,37690,4218,7.25,1.107,2.1,74.0,955,738,11,306,50,1431,1.77,21.2,numbeo
2018,Providence,Rhode Island,city_medium,190000,3579,2613,42948,3220,38640,4330,7.25,1.111,2.4,74.6,964,770,11,315,53,1478,1.77,21.5,numbeo
2019,Providence,Rhode Island,city_medium,190000,3539,2583,42468,3318,39810,4458,7.25,1.067,1.8,74.7,990,784,11,318,55,1499,1.72,22.2,numbeo
2020,Providence,Rhode Island,city_medium,190000,3865,2821,46380,3496,41950,4692,7.25,1.106,1.2,74.7,1024,813,12,330,52,1559,1.81,21.0,numbeo
2021,Providence,Rhode Island,city_medium,190000,4047,2954,48564,3813,45760,4855,7.25,1.061,4.7,75.2,1017,813,12,349,58,1590,1.86,20.1,numbeo
2022,Providence,Rhode Island,city_medium,190000,4134,3018,49608,3859,46310,5158,7.25,1.071,8.0,76.0,1128,923,13,360,61,1744,1.73,22.3,numbeo
2023,Providence,Rhode Island,city_medium,190000,4388,3203,52656,4005,48060,5456,7.25,1.096,4.1,76.5,1146,963,13,364,64,1797,1.78,21.9,numbeo
2024,Providence,Rhode Island,city_medium,190000,4441,3242,53292,4167,50000,5660,7.25,1.066,2.9,75.4,1235,913,14,404,63,1810,1.79,20.6,numbeo
2010,Newark,New Jersey,city_medium,311000,3441,2512,41292,2820,33840,3622,7.25,1.22,1.6,60.6,837,676,10,265,45,1290,1.95,19.6,bls_modeled
2011,Newark,New Jersey,city_medium,311000,3434,2507,41208,2872,34460,3701,7.25,1.196,3.2,60.4,896,672,10,281,48,1309,1.92,19.6,bls_modeled
2012,Newark,New Jersey,city_medium,311000,3531,2578,42372,2896,34750,3769,7.25,1.219,2.1,61.3,910,703,10,282,46,1341,1.92,19.9,bls_modeled
2013,Newark,New Jersey,city_medium,311000,3630,2650,43560,2923,35080,3870,7.25,1.242,1.5,60.8,898,720,10,293,50,1375,1.93,19.8,bls_modeled
2014,Newark,New Jersey,city_medium,311000,3765,2748,45180,2962,35540,3936,7.25,1.271,1.6,61.5,917,731,10,291,50,1385,1.98,19.4,bls_modeled
2015,Newark,New Jersey,city_medium,311000,3738,2729,44856,3017,36200,4027,7.25,1.239,0.1,62.2,890,697,10,285,50,1345,2.03,18.6,bls_modeled
2016,Newark,New Jersey,city_medium,311000,3854,2813,46248,3087,37040,4136,7.25,1.248,1.3,62.6,888,748,11,299,51,1433,1.96,19.4,bls_modeled
2017,Newark,New Jersey,city_medium,311000,3932,2870,47184,3141,37690,4218,7.25,1.252,2.1,62.0,962,719,11,313,53,1422,2.02,18.3,bls_modeled
2018,Newark,New Jersey,city_medium,311000,4083,2981,48996,3220,38640,4330,7.25,1.268,2.4,62.5,983,724,11,303,52,1419,2.1,17.7,bls_modeled
2019,Newark,New Jersey,city_medium,311000,4168,3043,50016,3318,39810,4458,7.25,1.256,1.8,63.2,1006,754,12,314,52,1482,2.05,18.1,bls_modeled
2020,Newark,New Jersey,city_medium,311000,4466,3260,53592,3496,41950,4692,7.25,1.277,1.2,63.6,945,774,12,319,55,1512,2.16,17.3,bls_modeled
2021,Newark,New Jersey,city_medium,311000,4763,3477,57156,3813,45760,4855,7.25,1.249,4.7,64.1,991,853,12,324,56,1603,2.17,17.9,bls_modeled
2022,Newark,New Jersey,city_medium,311000,4841,3534,58092,3859,46310,5158,7.25,1.254,8.0,63.9,1111,915,13,361,58,1734,2.04,18.9,bls_modeled
2023,Newark,New Jersey,city_medium,311000,5279,3854,63348,4005,48060,5456,7.25,1.318,4.1,64.7,1202,924,14,375,64,1789,2.15,17.5,bls_modeled
2024,Newark,New Jersey,city_medium,311000,5563,4061,66756,4167,50000,5660,7.25,1.335,2.9,63.8,1234,977,13,401,65,1853,2.19,17.6,bls_modeled
2010,Jersey City,New Jersey,city_medium,292000,3398,2481,40776,2820,33840,3622,7.25,1.205,1.6,59.6,823,673,10,261,45,1283,1.93,19.8,bls_modeled
2011,Jersey City,New Jersey,city_medium,292000,3457,2524,41484,2872,34460,3701,7.25,1.204,3.2,60.9,884,659,10,289,48,1304,1.94,19.1,bls_modeled
2012,Jersey City,New Jersey,city_medium,292000,3432,2505,41184,2896,34750,3769,7.25,1.185,2.1,60.0,871,684,11,279,46,1339,1.87,19.9,bls_modeled
2013,Jersey City,New Jersey,city_medium,292000,3512,2564,42144,2923,35080,3870,7.25,1.202,1.5,61.3,920,686,10,290,49,1337,1.92,19.5,bls_modeled
2014,Jersey City,New Jersey,city_medium,292000,3751,2738,45012,2962,35540,3936,7.25,1.266,1.6,60.9,874,695,11,288,51,1367,2.0,18.5,bls_modeled
2015,Jersey City,New Jersey,city_medium,292000,3625,2646,43500,3017,36200,4027,7.25,1.202,0.1,61.8,905,700,11,294,51,1378,1.92,19.3,bls_modeled
2016,Jersey City,New Jersey,city_medium,292000,3838,2802,46056,3087,37040,4136,7.25,1.243,1.3,61.7,936,745,11,297,52,1429,1.96,19.4,bls_modeled
2017,Jersey City,New Jersey,city_medium,292000,3832,2797,45984,3141,37690,4218,7.25,1.22,2.1,62.7,902,715,11,313,50,1415,1.98,18.7,bls_modeled
2018,Jersey City,New Jersey,city_medium,292000,4076,2975,48912,3220,38640,4330,7.25,1.266,2.4,63.2,962,763,11,304,53,1460,2.04,18.7,bls_modeled
2019,Jersey City,New Jersey,city_medium,292000,4143,3024,49716,3318,39810,4458,7.25,1.249,1.8,62.2,984,743,11,311,51,1447,2.09,17.9,bls_modeled
2020,Jersey City,New Jersey,city_medium,292000,4544,3317,54528,3496,41950,4692,7.25,1.3,1.2,62.6,1030,767,12,315,53,1499,2.21,16.9,bls_modeled
2021,Jersey City,New Jersey,city_medium,292000,4798,3503,57576,3813,45760,4855,7.25,1.258,4.7,64.3,1054,809,12,343,54,1576,2.22,16.9,bls_modeled
2022,Jersey City,New Jersey,city_medium,292000,5137,3750,61644,3859,46310,5158,7.25,1.331,8.0,64.6,1166,921,13,372,61,1754,2.14,17.9,bls_modeled
2023,Jersey City,New Jersey,city_medium,292000,5184,3784,62208,4005,48060,5456,7.25,1.294,4.1,64.6,1223,908,14,366,64,1764,2.15,17.5,bls_modeled
2024,Jersey City,New Jersey,city_medium,292000,5396,3939,64752,4167,50000,5660,7.25,1.295,2.9,64.2,1168,940,14,389,67,1826,2.16,17.4,bls_modeled
2010,Philadelphia,Pennsylvania,city_large,1560000,3090,2256,37080,2820,33840,3622,7.25,1.096,1.6,76.3,1133,813,11,306,57,1500,1.5,26.3,numbeo
2011,Philadelphia,Pennsylvania,city_large,1560000,3186,2326,38232,2872,34460,3701,7.25,1.109,3.2,77.2,1190,896,11,334,58,1616,1.44,28.1,numbeo
2012,Philadelphia,Pennsylvania,city_large,1560000,3189,2328,38268,2896,34750,3769,7.25,1.101,2.1,77.2,1148,861,12,340,58,1609,1.45,27.0,numbeo
2013,Philadelphia,Pennsylvania,city_large,1560000,3322,2425,39864,2923,35080,3870,7.25,1.137,1.5,77.3,1217,905,12,323,60,1640,1.48,27.2,numbeo
2014,Philadelphia,Pennsylvania,city_large,1560000,3303,2411,39636,2962,35540,3936,7.25,1.115,1.6,77.8,1151,930,12,331,60,1674,1.44,28.2,numbeo
2015,Philadelphia,Pennsylvania,city_large,1560000,3371,2461,40452,3017,36200,4027,7.25,1.117,0.1,78.2,1264,927,12,350,58,1688,1.46,27.5,numbeo
2016,Philadelphia,Pennsylvania,city_large,1560000,3614,2638,43368,3087,37040,4136,7.25,1.171,1.3,77.7,1181,956,12,346,63,1720,1.53,26.5,numbeo
2017,Philadelphia,Pennsylvania,city_large,1560000,3613,2637,43356,3141,37690,4218,7.25,1.15,2.1,78.2,1265,982,12,365,64,1768,1.49,27.2,numbeo
2018,Philadelphia,Pennsylvania,city_large,1560000,3628,2648,43536,3220,38640,4330,7.25,1.127,2.4,78.5,1258,958,13,366,65,1769,1.5,26.4,numbeo
2019,Philadelphia,Pennsylvania,city_large,1560000,3728,2721,44736,3318,39810,4458,7.25,1.124,1.8,79.4,1272,933,13,377,64,1756,1.55,25.0,numbeo
2020,Philadelphia,Pennsylvania,city_large,1560000,3881,2833,46572,3496,41950,4692,7.25,1.11,1.2,78.8,1380,1017,13,383,67,1851,1.53,26.2,numbeo
2021,Philadelphia,Pennsylvania,city_large,1560000,4302,3140,51624,3813,45760,4855,7.25,1.128,4.7,79.4,1408,1037,13,397,69,1893,1.66,24.1,numbeo
2022,Philadelphia,Pennsylvania,city_large,1560000,4454,3251,53448,3859,46310,5158,7.25,1.154,8.0,79.6,1497,1137,15,416,76,2069,1.57,25.5,numbeo
2023,Philadelphia,Pennsylvania,city_large,1560000,4477,3268,53724,4005,48060,5456,7.25,1.118,4.1,80.1,1577,1108,16,421,80,2075,1.57,24.7,numbeo
2024,Philadelphia,Pennsylvania,city_large,1560000,4826,3523,57912,4167,50000,5660,7.25,1.158,2.9,80.3,1624,1255,16,455,83,2263,1.56,26.0,numbeo
2010,Pittsburgh,Pennsylvania,city_large,302000,2822,2060,33864,2820,33840,3622,7.25,1.001,1.6,64.6,1128,800,11,318,56,1498,1.38,28.3,numbeo
2011,Pittsburgh,Pennsylvania,city_large,302000,2886,2107,34632,2872,34460,3701,7.25,1.005,3.2,64.2,1163,864,11,313,57,1562,1.35,29.9,numbeo
2012,Pittsburgh,Pennsylvania,city_large,302000,2933,2141,35196,2896,34750,3769,7.25,1.013,2.1,64.6,1115,861,12,320,61,1592,1.34,29.4,numbeo
2013,Pittsburgh,Pennsylvania,city_large,302000,2824,2062,33888,2923,35080,3870,7.25,0.966,1.5,64.7,1191,930,12,343,58,1683,1.23,32.9,numbeo
2014,Pittsburgh,Pennsylvania,city_large,302000,2962,2162,35544,2962,35540,3936,7.25,1.0,1.6,65.0,1255,900,12,351,61,1665,1.3,30.4,numbeo
2015,Pittsburgh,Pennsylvania,city_large,302000,2934,2142,35208,3017,36200,4027,7.25,0.972,0.1,64.7,1230,900,13,346,60,1679,1.28,30.7,numbeo
2016,Pittsburgh,Pennsylvania,city_large,302000,3027,2210,36324,3087,37040,4136,7.25,0.981,1.3,66.3,1222,952,13,351,59,1737,1.27,31.5,numbeo
2017,Pittsburgh,Pennsylvania,city_large,302000,3187,2327,38244,3141,37690,4218,7.25,1.015,2.1,65.4,1212,982,12,365,65,1769,1.32,30.8,numbeo
2018,Pittsburgh,Pennsylvania,city_large,302000,3245,2369,38940,3220,38640,4330,7.25,1.008,2.4,65.5,1305,938,12,350,64,1712,1.38,28.9,numbeo
2019,Pittsburgh,Pennsylvania,city_large,302000,3397,2480,40764,3318,39810,4458,7.25,1.024,1.8,65.3,1326,962,13,368,66,1778,1.39,28.3,numbeo
2020,Pittsburgh,Pennsylvania,city_large,302000,3602,2629,43224,3496,41950,4692,7.25,1.03,1.2,65.6,1279,1000,13,366,64,1814,1.45,27.8,numbeo
2021,Pittsburgh,Pennsylvania,city_large,302000,3937,2874,47244,3813,45760,4855,7.25,1.033,4.7,65.8,1440,1010,13,377,67,1844,1.56,25.7,numbeo
2022,Pittsburgh,Pennsylvania,city_large,302000,3789,2766,45468,3859,46310,5158,7.25,0.982,8.0,66.7,1433,1078,14,419,77,1994,1.39,28.5,numbeo
2023,Pittsburgh,Pennsylvania,city_large,302000,4097,2991,49164,4005,48060,5456,7.25,1.023,4.1,66.2,1505,1151,16,443,79,2139,1.4,28.1,numbeo
2024,Pittsburgh,Pennsylvania,city_large,302000,4133,3017,49596,4167,50000,5660,7.25,0.992,2.9,66.8,1552,1200,15,464,83,2197,1.37,29.0,numbeo
2010,Allentown,Pennsylvania,city_medium,125000,2984,2178,35808,2820,33840,3622,7.25,1.058,1.6,57.6,810,634,9,270,44,1232,1.77,21.2,bls_modeled
2011,Allentown,Pennsylvania,city_medium,125000,2959,2160,35508,2872,34460,3701,7.25,1.03,3.2,57.6,853,654,10,277,47,1286,1.68,22.1,bls_modeled
2012,Allentown,Pennsylvania,city_medium,125000,3104,2266,37248,2896,34750,3769,7.25,1.072,2.1,57.7,866,721,10,279,49,1359,1.67,23.2,bls_modeled
2013,Allentown,Pennsylvania,city_medium,125000,3105,2267,37260,2923,35080,3870,7.25,1.062,1.5,57.9,881,677,11,280,47,1336,1.7,21.8,bls_modeled
2014,Allentown,Pennsylvania,city_medium,125000,3094,2259,37128,2962,35540,3936,7.25,1.045,1.6,58.3,891,703,11,285,51,1372,1.65,22.7,bls_modeled
2015,Allentown,Pennsylvania,city_medium,125000,3138,2291,37656,3017,36200,4027,7.25,1.04,0.1,58.7,933,738,11,297,49,1417,1.62,23.5,bls_modeled
2016,Allentown,Pennsylvania,city_medium,125000,3159,2306,37908,3087,37040,4136,7.25,1.023,1.3,59.2,918,715,11,299,48,1397,1.65,22.6,bls_modeled
2017,Allentown,Pennsylvania,city_medium,125000,3303,2411,39636,3141,37690,4218,7.25,1.052,2.1,58.3,932,769,11,305,50,1461,1.65,23.3,bls_modeled
2018,Allentown,Pennsylvania,city_medium,125000,3305,2413,39660,3220,38640,4330,7.25,1.026,2.4,58.4,963,792,12,309,53,1514,1.59,24.0,bls_modeled
2019,Allentown,Pennsylvania,city_medium,125000,3619,2642,43428,3318,39810,4458,7.25,1.091,1.8,59.7,966,767,12,311,54,1494,1.77,21.2,bls_modeled
2020,Allentown,Pennsylvania,city_medium,125000,3764,2748,45168,3496,41950,4692,7.25,1.077,1.2,58.5,988,759,12,323,54,1500,1.83,20.2,bls_modeled
2021,Allentown,Pennsylvania,city_medium,125000,4009,2927,48108,3813,45760,4855,7.25,1.051,4.7,59.5,989,856,12,341,56,1623,1.8,21.4,bls_modeled
2022,Allentown,Pennsylvania,city_medium,125000,4240,3095,50880,3859,46310,5158,7.25,1.099,8.0,59.8,1099,910,12,359,62,1711,1.81,21.5,bls_modeled
2023,Allentown,Pennsylvania,city_medium,125000,4147,3027,49764,4005,48060,5456,7.25,1.035,4.1,59.7,1111,886,13,389,65,1746,1.73,21.4,bls_modeled
2024,Allentown,Pennsylvania,city_medium,125000,4437,3239,53244,4167,50000,5660,7.25,1.065,2.9,60.3,1156,980,15,400,65,1895,1.71,22.1,bls_modeled
2010,Baltimore,Maryland,city_large,585000,3236,2362,38832,2820,33840,3622,7.25,1.148,1.6,73.5,1124,854,11,323,57,1558,1.52,26.4,numbeo
2011,Baltimore,Maryland,city_large,585000,3167,2312,38004,2872,34460,3701,7.25,1.103,3.2,74.9,1110,826,12,315,60,1549,1.49,26.1,numbeo
2012,Baltimore,Maryland,city_large,585000,3304,2412,39648,2896,34750,3769,7.25,1.141,2.1,74.1,1139,873,12,319,59,1601,1.51,26.4,numbeo
2013,Baltimore,Maryland,city_large,585000,3417,2494,41004,2923,35080,3870,7.25,1.169,1.5,73.9,1239,917,12,342,58,1669,1.49,26.8,numbeo
2014,Baltimore,Maryland,city_large,585000,3412,2491,40944,2962,35540,3936,7.25,1.152,1.6,75.3,1268,944,12,341,63,1701,1.46,27.7,numbeo
2015,Baltimore,Maryland,city_large,585000,3455,2522,41460,3017,36200,4027,7.25,1.145,0.1,75.5,1267,911,13,333,60,1677,1.5,26.4,numbeo
2016,Baltimore,Maryland,city_large,585000,3596,2625,43152,3087,37040,4136,7.25,1.165,1.3,75.4,1244,927,12,341,60,1683,1.56,25.8,numbeo
2017,Baltimore,Maryland,city_large,585000,3529,2576,42348,3141,37690,4218,7.25,1.124,2.1,75.2,1212,926,12,364,62,1709,1.51,26.2,numbeo
2018,Baltimore,Maryland,city_large,585000,3699,2700,44388,3220,38640,4330,7.25,1.149,2.4,75.2,1230,928,13,369,65,1742,1.55,25.1,numbeo
2019,Baltimore,Maryland,city_large,585000,4019,2934,48228,3318,39810,4458,7.25,1.211,1.8,76.0,1281,984,13,365,63,1794,1.64,24.5,numbeo
2020,Baltimore,Maryland,city_large,585000,4120,3008,49440,3496,41950,4692,7.25,1.178,1.2,76.6,1284,1028,13,380,66,1858,1.62,25.0,numbeo
2021,Baltimore,Maryland,city_large,585000,4481,3271,53772,3813,45760,4855,7.25,1.175,4.7,76.3,1435,992,14,395,69,1866,1.75,22.1,numbeo
2022,Baltimore,Maryland,city_large,585000,4742,3462,56904,3859,46310,5158,7.25,1.229,8.0,76.1,1509,1170,15,424,76,2110,1.64,24.7,numbeo
2023,Baltimore,Maryland,city_large,585000,4712,3440,56544,4005,48060,5456,7.25,1.177,4.1,77.1,1502,1158,15,424,80,2108,1.63,24.6,numbeo
2024,Baltimore,Maryland,city_large,585000,4832,3527,57984,4167,50000,5660,7.25,1.16,2.9,77.1,1550,1228,17,450,82,2250,1.57,25.4,numbeo
2010,Washington DC,DC,megalopolis,690000,4102,2994,49224,2820,33840,3622,7.25,1.455,1.6,92.6,2642,1856,15,411,92,2763,1.08,45.2,numbeo
2011,Washington DC,DC,megalopolis,690000,4077,2976,48924,2872,34460,3701,7.25,1.42,3.2,91.9,2672,2013,16,414,92,2947,1.01,49.4,numbeo
2012,Washington DC,DC,megalopolis,690000,4244,3098,50928,2896,34750,3769,7.25,1.465,2.1,92.1,2747,2044,17,433,95,3022,1.03,48.2,numbeo
2013,Washington DC,DC,megalopolis,690000,4313,3148,51756,2923,35080,3870,7.25,1.476,1.5,92.3,2834,2096,16,464,94,3086,1.02,48.6,numbeo
2014,Washington DC,DC,megalopolis,690000,4408,3218,52896,2962,35540,3936,7.25,1.488,1.6,93.4,2860,2207,16,445,96,3181,1.01,50.1,numbeo
2015,Washington DC,DC,megalopolis,690000,4380,3197,52560,3017,36200,4027,7.25,1.452,0.1,93.5,2862,2022,17,466,102,3043,1.05,46.2,numbeo
2016,Washington DC,DC,megalopolis,690000,4419,3226,53028,3087,37040,4136,7.25,1.431,1.3,94.4,2923,2228,17,453,99,3235,1.0,50.4,numbeo
2017,Washington DC,DC,megalopolis,690000,4585,3347,55020,3141,37690,4218,7.25,1.46,2.1,94.5,3113,2183,18,472,99,3231,1.04,47.6,numbeo
2018,Washington DC,DC,megalopolis,690000,4745,3464,56940,3220,38640,4330,7.25,1.474,2.4,94.6,2902,2246,18,462,103,3291,1.05,47.3,numbeo
2019,Washington DC,DC,megalopolis,690000,5138,3751,61656,3318,39810,4458,7.25,1.549,1.8,94.4,3077,2354,19,480,104,3440,1.09,45.8,numbeo
2020,Washington DC,DC,megalopolis,690000,5143,3754,61716,3496,41950,4692,7.25,1.471,1.2,95.0,2997,2357,18,499,106,3446,1.09,45.8,numbeo
2021,Washington DC,DC,megalopolis,690000,5772,4214,69264,3813,45760,4855,7.25,1.514,4.7,95.3,3200,2536,20,519,116,3701,1.14,43.9,numbeo
2022,Washington DC,DC,megalopolis,690000,5855,4274,70260,3859,46310,5158,7.25,1.517,8.0,95.6,3429,2545,21,562,118,3785,1.13,43.5,numbeo
2023,Washington DC,DC,megalopolis,690000,6129,4474,73548,4005,48060,5456,7.25,1.53,4.1,95.3,3845,2666,21,584,130,3946,1.13,43.5,numbeo
2024,Washington DC,DC,megalopolis,690000,6509,4752,78108,4167,50000,5660,7.25,1.562,2.9,96.4,3823,2804,23,614,128,4156,1.14,43.1,numbeo
2010,Richmond,Virginia,city_medium,230000,2591,1891,31092,2820,33840,3622,7.25,0.919,1.6,64.6,863,680,9,261,46,1271,1.49,26.2,numbeo
2011,Richmond,Virginia,city_medium,230000,2614,1908,31368,2872,34460,3701,7.25,0.91,3.2,66.0,839,684,10,270,45,1307,1.46,26.2,numbeo
